Crop Type,Season,Rainfall (mm),Temperature (°C),Humidity (%),Soil Fertility Index,Fertilizer Usage,Market Demand Index,Transportation Cost,Crop Price
34,1,1164.28,31.04,40.9,0.93,127.91,0.54,1857.85,6874.22
20,0,544.39,16.35,57.82,0.82,114.95,0.96,1160.67,7642.19
6,1,1037.12,19.0,57.22,0.54,227.99,1.36,1089.07,6906.5
76,2,576.38,24.97,59.08,0.5,244.4,1.09,1953.2,11284.96
16,0,1061.95,21.19,75.95,0.94,107.49,0.8,1879.33,5385.43
22,1,895.37,18.8,63.2,0.31,269.54,0.82,469.78,8068.58
2,0,1112.24,39.82,56.55,0.91,228.31,1.02,429.14,9650.75
9,1,1034.6,24.89,50.15,0.91,159.15,1.17,1608.73,5497.63
81,1,542.37,28.14,37.24,0.64,178.3,0.51,1418.44,2453.94
60,0,1123.07,36.86,85.66,0.78,297.23,0.99,754.76,5368.76
0,2,742.23,24.37,32.58,0.46,58.6,0.63,1707.75,19531.47
60,1,792.34,24.14,65.45,0.43,195.89,1.06,1005.92,4419.55
59,1,724.86,16.8,85.47,0.53,252.6,0.53,1090.36,5064.2
25,0,555.72,36.03,50.4,0.88,203.03,0.77,1443.81,24975.5
90,1,735.95,24.86,85.54,0.46,214.63,1.48,1584.22,5394.68
72,2,672.29,23.28,61.05,0.95,206.07,1.05,1202.34,6076.38
17,2,904.94,20.33,44.62,0.65,210.1,1.14,686.44,28361.64
25,2,566.43,30.85,68.79,0.91,197.1,0.51,859.95,24901.47
78,2,1132.38,31.59,65.2,0.44,59.38,1.16,1663.44,7882.47
86,1,625.59,31.45,79.67,0.62,289.68,0.62,808.0,10010.45
45,0,1070.75,36.86,88.92,0.49,265.65,1.32,1862.14,6609.16
35,1,739.63,36.75,51.28,0.49,104.05,1.06,785.51,12127.26
19,1,907.83,28.13,71.21,0.64,296.46,1.38,706.81,19217.01
88,2,919.1,21.6,79.52,0.33,259.19,0.51,828.2,9113.92
10,2,891.29,32.73,85.76,0.55,115.41,1.15,209.54,21570.92
89,2,548.9,29.03,34.46,0.54,281.5,0.62,795.41,19482.37
58,0,767.69,37.35,51.3,0.83,129.34,1.39,1037.13,5861.06
23,2,776.33,25.52,85.49,0.39,227.34,1.41,595.21,17995.38
30,1,664.89,28.16,30.35,0.3,179.79,0.88,708.61,3360.42
40,0,696.8,27.4,76.15,0.85,139.64,0.79,863.48,9278.43
38,2,859.38,17.01,55.38,0.68,290.58,0.66,836.39,11216.16
66,1,1061.61,39.6,46.16,0.31,112.83,1.39,1130.54,23432.47
27,0,838.5,18.66,37.55,0.66,290.77,0.72,755.07,19085.06
86,0,581.09,39.64,71.96,0.42,220.36,0.84,1849.99,9917.18
66,0,636.21,33.36,40.61,0.39,63.81,0.76,310.32,22247.23
81,1,570.68,28.95,65.32,0.43,162.28,0.94,1741.42,3198.73
69,0,826.79,26.1,50.33,0.72,281.54,0.93,1523.22,4672.41
82,2,669.36,24.79,49.29,0.65,148.18,1.08,1662.38,7723.12
67,2,1150.4,25.21,89.36,0.89,174.22,1.44,741.96,9092.67
24,2,624.03,28.13,40.35,0.35,151.47,0.68,1290.07,11409.06
28,0,843.22,21.11,78.17,0.66,190.86,0.81,1700.68,9789.31
34,0,941.47,35.03,69.92,0.75,236.24,1.29,767.97,8433.63
27,1,700.46,21.17,43.84,0.34,226.39,0.92,1652.19,18565.02
76,1,929.69,34.51,85.78,0.9,81.23,1.37,1341.49,12186.26
16,1,825.46,20.1,50.43,0.43,160.27,1.17,1871.81,5297.96
11,1,802.97,31.09,64.08,0.77,154.76,0.77,859.01,18302.41
3,1,947.01,33.95,73.92,0.99,122.77,0.76,500.52,14429.6
55,0,715.69,35.27,77.45,0.7,230.15,1.34,1969.99,11373.98
18,1,859.3,18.41,30.44,0.52,169.6,0.71,644.98,4209.38
85,1,1168.42,31.97,82.47,0.5,110.45,1.24,1210.82,4878.3
62,1,783.66,30.96,69.32,0.35,94.29,1.44,901.53,6942.44
14,2,593.96,33.65,31.0,0.83,258.46,1.11,1257.69,9506.21
41,2,829.41,33.34,60.74,0.92,164.98,1.47,911.93,8125.38
66,1,879.72,22.81,41.61,0.85,263.39,0.73,1866.77,22636.91
51,0,797.63,30.97,54.78,1.0,159.27,1.41,1974.35,5299.01
72,0,673.43,35.3,85.26,0.66,274.18,1.27,1128.59,6120.82
30,2,881.51,18.6,62.33,0.42,204.82,1.29,579.64,4369.1
2,2,1128.02,32.28,55.71,0.71,92.25,1.1,1288.02,9193.11
72,2,1064.46,15.44,86.66,0.77,140.46,1.48,1306.18,6631.9
57,0,1029.88,26.89,50.06,0.38,200.9,1.13,453.79,8352.74
15,1,590.09,26.47,64.46,0.3,194.86,1.09,527.84,4583.48
27,1,963.85,38.3,42.58,0.68,51.71,0.86,1313.2,18776.51
22,0,880.57,19.36,46.47,0.99,153.75,0.98,896.07,8348.15
25,2,727.62,25.32,65.59,0.94,227.0,0.99,575.76,25588.01
60,0,1162.05,30.83,84.27,0.76,259.15,0.54,1697.21,4538.68
44,0,945.9,31.1,85.57,0.52,222.48,0.59,1498.47,5681.37
52,1,799.89,29.9,39.0,0.89,228.03,0.6,1028.18,9994.47
46,0,586.14,27.99,81.41,0.4,108.6,1.34,470.64,7935.98
56,0,875.99,38.1,51.52,0.86,127.08,0.51,835.8,5176.88
59,1,766.72,26.91,82.04,1.0,290.27,1.45,885.58,7070.29
75,1,874.24,36.78,46.09,0.84,93.26,0.83,928.65,252689.94
90,1,1128.17,24.15,50.14,0.43,70.53,0.92,1082.29,4578.03
48,1,1037.36,20.63,77.73,0.45,291.53,1.23,1771.26,9358.49
4,1,908.42,35.14,82.13,0.87,209.62,0.76,435.96,4880.71
0,1,652.63,15.27,52.6,0.89,152.86,0.75,1644.04,20759.29
11,0,695.97,38.05,60.84,0.69,102.8,0.63,1558.22,17357.28
57,2,903.28,33.48,65.09,0.8,99.87,0.65,1399.16,8084.03
31,2,599.42,39.42,37.1,0.32,52.43,1.13,478.67,18045.58
42,2,633.55,23.76,59.2,0.49,135.03,1.29,1941.97,11633.5
8,2,975.11,24.53,68.0,0.92,92.22,0.76,1171.38,4433.23
47,2,681.25,39.16,81.47,0.41,148.83,0.67,1913.74,8607.76
82,1,626.17,25.07,65.73,0.97,258.9,1.03,1842.41,8270.13
63,1,691.67,26.38,47.67,0.69,79.49,1.24,977.36,8061.44
11,2,753.31,28.1,84.11,0.36,254.54,1.3,763.86,18614.58
19,1,882.0,20.76,78.81,0.92,196.42,0.67,1005.89,18185.7
6,0,900.65,24.55,83.65,0.73,213.12,0.52,1544.4,5591.47
40,2,1068.51,39.5,61.52,0.75,66.73,1.01,1780.63,9441.32
43,0,687.4,38.13,49.78,0.49,149.44,0.58,1638.19,5756.61
85,2,677.59,31.81,58.69,0.82,197.8,0.69,991.64,3966.71
59,1,594.4,18.03,88.37,0.69,121.24,1.05,722.69,5879.87
65,0,1155.78,36.02,50.13,0.97,89.35,0.64,552.48,7550.58
73,1,805.69,24.99,55.61,0.96,162.52,0.51,254.62,4921.51
87,0,870.21,15.96,60.19,0.96,145.6,0.92,1501.92,12390.57
62,2,736.15,33.38,45.37,0.88,199.4,1.12,479.19,7498.95
53,0,848.33,21.73,59.11,0.66,130.55,1.17,1885.33,9290.92
51,2,682.81,19.99,65.76,0.95,165.75,0.96,725.82,5411.22
4,0,1040.01,32.2,88.97,0.34,220.04,1.39,867.19,5022.53
71,2,676.98,34.82,41.78,0.82,263.64,0.63,1198.5,14349.31
37,0,730.19,29.67,73.85,0.83,292.02,0.93,1574.22,11351.51
69,1,691.07,21.27,84.48,0.7,147.71,0.72,1977.44,3939.98
86,2,940.85,25.01,53.89,0.32,151.26,1.07,351.72,10524.75
72,0,932.79,28.7,46.94,0.46,52.53,1.07,286.79,5707.49
77,0,961.97,22.63,43.12,0.83,215.76,0.98,309.92,6708.3
15,1,570.95,33.71,70.31,0.56,120.19,1.04,1945.32,4531.34
69,2,910.97,37.27,72.82,0.58,69.42,1.28,324.71,5398.63
42,2,941.08,34.11,38.84,0.93,202.1,0.52,1987.89,11734.07
23,1,876.49,30.2,77.45,0.9,127.3,1.16,1779.98,17529.39
67,1,846.28,15.05,30.46,0.41,290.54,1.06,1474.43,7504.27
3,1,790.04,27.15,38.34,0.71,139.76,1.46,1721.31,14769.34
1,2,983.57,36.51,48.33,0.62,214.07,0.75,1615.59,8691.09
17,1,810.15,27.31,59.21,0.62,295.58,0.6,620.71,27692.12
82,1,1122.83,17.88,75.28,0.57,206.86,1.48,1400.0,8609.77
57,0,965.27,16.93,37.68,0.66,298.08,1.41,1158.6,9195.67
27,2,775.22,17.69,85.32,0.86,120.89,1.14,315.04,19746.74
47,2,1057.09,38.51,82.55,0.39,102.04,0.77,1546.01,8818.29
58,2,1099.5,24.93,70.41,0.6,81.97,1.5,608.66,5736.07
9,0,869.7,37.32,69.37,0.35,290.28,1.34,338.32,6218.57
36,2,629.59,26.11,81.15,0.66,234.1,0.7,1094.88,8580.65
34,1,932.98,27.62,32.53,0.7,92.77,0.84,1382.21,7225.49
84,1,1124.34,32.46,83.59,0.81,286.36,0.88,1937.38,13868.67
47,0,784.21,39.34,83.53,0.64,235.04,1.29,322.01,10420.07
63,0,954.02,33.13,60.42,0.77,244.71,1.43,250.86,9793.6
33,2,885.63,18.68,48.5,0.45,268.36,0.86,625.49,11084.24
82,2,1047.86,33.42,40.39,0.75,297.48,0.97,1143.66,8571.11
4,2,1094.21,23.58,35.5,0.9,146.08,0.62,1227.24,4106.88
40,0,1073.65,27.59,49.86,0.81,281.79,0.65,1908.63,9370.94
45,2,785.93,34.34,53.33,0.69,185.72,0.78,1285.77,5520.5
48,2,664.06,17.32,37.59,0.38,156.43,0.73,1156.04,7980.26
63,0,1098.44,21.21,53.21,0.86,170.33,1.24,220.45,8646.27
44,0,582.05,17.19,79.54,0.63,193.77,1.17,1580.48,6123.36
33,1,774.7,17.18,73.5,0.95,113.74,1.45,1557.16,11892.04
64,1,555.06,28.99,80.66,0.97,224.5,0.55,901.11,6788.46
13,2,560.81,39.74,51.12,0.87,58.02,1.23,231.58,5574.49
5,2,1059.82,26.87,43.75,0.45,80.83,0.66,212.0,5085.52
22,0,621.98,20.99,76.86,0.32,202.8,0.99,1285.57,7816.9
11,0,886.68,33.65,55.09,0.8,130.48,1.28,451.09,18667.5
85,2,588.96,20.3,57.39,0.86,68.8,0.64,1039.49,3442.8
34,2,1125.26,22.83,33.08,0.56,163.36,0.65,666.79,7047.16
42,1,731.49,17.26,54.63,0.93,99.51,0.74,1649.02,11691.03
38,0,785.28,29.43,33.78,0.83,184.1,1.5,1345.17,12817.12
1,0,758.38,28.74,32.4,0.63,180.87,0.82,1701.1,7700.23
78,0,1026.72,26.44,63.82,0.83,175.59,1.04,1058.17,8371.6
68,0,534.6,27.31,77.51,0.33,99.95,1.27,217.12,11091.08
15,1,869.16,39.22,63.89,0.72,237.36,1.11,1701.41,4598.7
26,2,902.32,25.3,66.47,0.68,296.97,0.94,1651.9,5780.07
17,0,823.85,38.18,82.06,0.96,121.94,0.53,1812.73,27536.37
3,1,564.19,28.62,44.21,0.51,162.33,0.64,1268.33,13221.05
41,0,714.22,38.61,42.74,0.35,189.1,0.62,1561.09,6187.29
5,2,589.46,16.2,89.9,0.31,281.65,0.94,1395.74,5160.16
35,1,982.42,23.48,37.9,0.69,291.1,0.79,393.09,12214.39
53,1,741.99,20.31,69.49,0.46,109.82,0.64,1791.17,7928.41
82,2,1112.83,17.69,55.88,0.87,260.07,0.77,1477.49,8090.81
62,2,1032.46,35.83,73.57,0.71,290.21,1.21,295.59,7739.82
82,0,1161.56,21.01,72.87,0.81,111.63,0.62,616.41,8063.51
41,0,1028.17,21.57,53.89,0.98,177.97,1.14,1246.66,7852.27
56,0,737.64,38.68,80.05,0.35,74.69,0.67,1152.17,4689.46
77,1,893.42,31.99,85.96,0.41,150.4,1.44,1799.46,6374.82
78,0,799.6,30.96,35.36,0.58,105.65,0.79,756.31,7421.02
30,0,567.88,22.6,41.31,0.56,171.5,1.21,1961.86,4539.48
24,2,1092.31,30.23,53.38,0.86,106.13,1.24,484.1,13547.83
25,0,746.29,25.78,46.89,0.8,194.82,0.92,681.07,25125.29
40,2,1072.82,21.29,66.08,0.35,127.19,0.6,1159.72,8656.58
87,1,724.29,33.54,33.15,0.7,99.39,1.21,770.05,12227.35
12,2,998.31,39.89,82.0,0.43,260.74,1.36,364.48,5524.49
28,1,950.9,32.81,60.11,0.58,271.03,1.19,1971.3,10458.86
66,0,630.03,26.92,64.13,0.65,147.03,0.8,619.39,22975.82
71,0,841.5,22.43,59.9,0.81,297.46,1.28,663.2,15725.87
89,2,821.91,26.76,31.36,0.58,159.82,0.57,543.34,19333.29
5,1,1114.19,24.91,62.75,0.96,68.82,0.6,1721.1,5154.75
3,2,853.41,38.71,73.2,0.65,249.39,0.66,1537.18,13981.37
32,2,1028.84,29.5,35.46,0.33,276.52,1.02,1543.98,7827.56
49,2,720.65,21.22,56.49,0.85,133.77,1.3,1995.74,4149.35
46,0,645.86,29.74,41.58,0.5,263.34,0.6,1249.92,6558.46
85,1,626.18,24.88,76.61,0.57,164.42,0.82,1279.75,3739.26
83,0,908.06,29.28,34.11,0.32,290.83,0.91,1631.97,22102.61
59,1,1107.04,36.03,39.34,0.63,55.53,1.42,673.53,6322.12
27,1,733.62,34.09,30.45,0.73,88.34,1.19,904.7,18937.13
57,2,846.93,23.16,61.86,0.98,234.97,0.74,1718.8,8605.62
50,1,1105.05,22.06,49.16,0.9,123.01,1.45,1097.19,11042.03
82,2,576.31,33.43,66.28,0.68,93.02,0.77,940.65,7696.64
89,1,825.87,28.13,68.52,0.62,182.59,1.5,858.08,21179.7
90,1,1009.13,34.68,59.33,0.51,70.73,0.95,1306.02,4750.71
1,0,1066.12,31.55,88.08,0.7,118.85,0.67,1665.46,8452.08
90,0,1063.24,23.74,81.67,0.46,81.22,0.73,1103.18,4383.69
57,1,696.53,38.26,64.21,0.59,294.35,0.74,915.31,8790.97
24,2,885.82,16.03,68.44,0.77,131.8,1.1,1426.88,12753.57
27,0,775.84,34.27,63.39,0.53,231.57,1.33,611.7,19593.26
86,2,1008.61,25.78,78.06,0.91,294.88,1.47,356.95,11766.87
39,2,588.09,24.67,78.01,0.91,136.57,1.5,347.53,10565.05
64,2,1129.43,27.36,37.28,0.35,144.36,0.74,241.37,6914.15
81,2,935.14,16.92,58.09,0.53,57.29,0.84,759.68,2827.31
53,0,822.82,18.04,43.64,0.56,292.13,1.45,1650.18,9904.44
8,2,699.69,33.06,85.61,0.43,259.96,0.81,701.53,4581.85
89,0,554.28,19.1,38.9,0.4,115.49,1.29,1264.58,19924.11
10,0,1165.14,38.18,41.11,0.54,232.73,1.36,455.21,22003.43
19,1,857.14,28.3,48.02,0.62,112.61,1.09,1000.28,18019.3
32,0,707.76,17.72,46.54,0.45,214.96,1.16,357.68,8167.39
67,1,636.74,34.23,55.9,0.49,262.7,0.81,336.31,7774.9
62,1,1113.36,18.42,68.96,0.49,161.28,0.92,937.72,6585.05
43,1,1136.24,23.39,68.67,0.88,198.6,1.1,1010.08,7449.71
0,0,1065.01,22.35,40.13,0.85,93.06,0.71,635.72,20773.24
25,0,672.02,32.76,81.7,0.43,84.08,1.34,864.81,25154.75
76,1,820.82,28.11,58.33,0.85,270.73,1.31,407.84,12120.12
78,2,569.14,25.52,37.66,0.93,252.42,0.54,1628.3,6948.6
71,1,679.94,33.86,64.78,0.44,169.04,0.69,1186.8,14290.08
7,2,879.55,38.95,80.55,0.34,213.2,0.81,1921.13,4345.23
70,2,598.69,30.13,39.66,0.58,285.36,0.8,959.47,4099.85
41,2,721.31,39.44,87.43,0.85,232.53,0.76,1465.19,7542.55
48,2,962.29,37.22,63.43,0.64,100.91,0.62,1064.87,8602.94
68,1,689.33,15.31,56.71,0.67,75.09,1.22,645.0,10754.05
44,1,979.21,17.66,73.78,0.39,230.47,1.11,1879.86,6081.32
19,2,1008.92,29.76,73.29,0.33,190.39,1.0,607.62,18039.01
27,1,640.2,33.12,63.03,0.77,270.93,0.51,897.31,19056.65
65,2,789.31,15.93,48.75,0.57,242.78,0.64,333.57,7436.71
38,0,768.78,16.46,34.64,0.78,290.3,1.17,786.96,11996.29
64,1,751.45,17.11,85.26,1.0,292.73,0.57,1343.17,7030.99
52,2,733.73,30.67,75.08,0.7,206.94,1.14,1233.17,10546.46
40,0,787.71,33.78,48.69,0.51,189.0,0.54,1304.67,8467.97
25,2,582.73,21.27,68.09,0.35,101.07,1.39,1377.31,24965.17
69,0,921.34,25.33,33.79,0.84,266.98,1.41,547.81,5400.39
22,1,994.42,24.46,41.1,0.62,99.28,0.92,604.61,8338.34
38,0,1100.7,38.76,72.0,0.88,105.18,0.56,1424.54,11120.45
37,0,748.91,20.96,54.4,0.57,62.76,0.83,420.97,10316.53
56,1,1021.84,18.43,50.26,0.96,83.7,0.72,1073.65,5374.72
39,0,1014.98,34.47,63.89,1.0,114.4,0.82,1512.14,9671.57
43,1,956.29,38.8,83.41,0.78,138.4,1.06,1493.16,7436.26
29,0,924.95,37.49,44.53,0.39,246.6,0.79,1752.0,8192.87
47,2,622.9,16.88,66.44,0.49,280.61,1.01,1018.63,9293.79
68,1,1046.5,15.43,81.85,0.97,193.55,1.37,493.82,12141.28
55,1,854.24,32.79,82.24,0.51,112.33,1.46,476.73,11606.02
69,2,679.6,29.83,56.7,0.82,283.8,0.76,1052.51,4319.46
20,2,700.75,34.37,59.08,0.8,289.26,0.88,577.44,8374.41
67,0,1026.36,26.67,83.41,0.71,281.04,0.59,1655.27,7831.55
65,2,1117.68,16.42,30.97,0.72,203.75,0.89,1559.05,7703.75
34,2,651.94,22.75,52.42,0.83,85.13,0.83,1373.63,7148.98
9,2,788.62,35.98,89.6,0.74,203.36,0.96,1679.25,5334.92
28,2,730.92,36.94,65.93,0.87,111.62,0.87,766.0,10135.65
58,1,1093.35,19.33,63.75,0.98,71.25,0.64,251.49,5262.79
12,2,610.31,27.5,79.23,0.68,154.82,0.94,330.11,4825.5
25,1,1129.84,35.42,66.14,0.78,245.85,0.58,1524.6,24851.76
1,1,792.69,19.77,63.08,0.76,211.02,0.72,1611.63,8482.23
75,2,823.49,21.22,44.58,0.65,66.27,0.6,391.72,252382.24
18,2,794.1,34.05,85.55,0.82,208.04,0.66,749.1,4797.79
60,0,1145.83,15.38,36.61,0.74,201.53,1.05,1441.63,4941.17
84,2,670.21,30.26,84.85,0.98,269.59,1.44,345.27,14542.5
70,2,1037.3,36.67,39.23,0.31,286.32,1.11,1577.84,4529.07
20,0,959.72,32.53,73.94,0.88,288.6,1.09,737.83,9105.75
76,2,909.06,15.71,50.45,0.81,262.48,0.84,1505.67,11034.36
9,0,1109.15,34.16,74.21,0.62,107.74,1.36,1865.94,5882.87
18,2,1173.78,18.68,84.41,0.76,170.66,0.56,1183.59,4377.54
74,2,1074.18,29.42,47.99,0.79,160.48,1.19,1078.63,17731.62
79,1,989.59,19.58,35.69,0.86,66.93,1.06,1556.67,4012.91
61,0,769.54,32.96,82.2,0.41,288.59,1.02,748.53,9057.49
56,0,677.64,25.99,69.85,0.97,201.47,0.5,864.63,4768.69
79,2,996.72,19.64,43.89,0.54,122.01,1.39,517.17,4353.58
24,0,646.39,33.93,63.5,0.89,192.93,0.54,484.27,12678.22
24,0,585.62,31.15,54.14,0.41,162.22,0.97,865.3,12182.49
4,0,1168.28,33.83,85.2,0.38,234.17,0.7,825.31,4308.58
88,2,816.28,27.82,47.74,0.77,288.2,0.71,464.39,9697.95
0,0,776.85,19.64,47.36,0.6,226.69,1.34,1157.72,21595.58
71,0,907.68,34.38,62.51,0.56,52.52,1.08,1236.43,14792.17
43,0,1021.91,29.42,42.21,0.58,211.26,1.22,1537.35,7301.43
3,2,756.31,39.2,47.19,0.56,151.11,1.46,1140.16,15130.26
65,2,836.93,34.7,54.3,0.93,107.2,1.21,1340.53,8444.03
23,2,867.0,29.49,50.46,0.57,265.77,0.77,1624.85,16403.46
80,0,638.16,32.11,74.03,0.43,113.06,0.69,283.51,11666.91
66,2,1103.46,35.02,54.18,0.6,236.3,0.7,613.16,23117.8
85,0,1018.93,33.93,89.9,0.55,229.01,1.12,1941.71,4430.21
73,0,555.0,26.76,44.26,0.67,119.21,0.92,1945.59,4731.57
15,2,740.24,33.08,89.17,0.72,198.5,0.55,1470.68,3835.73
21,1,675.25,33.18,51.65,0.61,53.44,1.46,1485.81,5050.32
14,0,627.79,26.69,83.46,0.49,170.87,1.1,271.44,9485.3
65,2,1007.09,18.98,35.96,0.62,102.6,1.04,258.76,7799.33
88,2,713.09,25.68,71.3,0.85,169.8,1.41,647.39,10653.21
45,1,603.85,22.05,46.53,0.89,220.54,0.81,1230.31,5610.42
20,1,971.99,17.83,70.96,0.55,262.44,0.86,594.21,8253.93
52,0,638.67,31.52,77.65,0.79,237.26,0.81,525.74,10188.59
14,1,595.02,31.68,49.47,0.37,203.07,0.79,1253.44,8363.24
7,0,879.74,28.63,75.84,0.48,194.48,0.95,1121.19,4685.0
82,1,609.2,31.87,34.72,0.96,164.26,1.16,1947.07,7961.25
35,0,887.14,35.83,86.97,0.52,235.71,1.41,1151.39,12919.84
21,0,767.21,27.84,66.15,0.81,288.78,0.7,1842.49,4426.02
89,0,922.03,38.11,60.84,0.34,194.05,0.74,614.68,19616.37
34,0,1044.82,24.09,52.64,0.86,57.95,1.41,1695.54,7969.6
76,1,1151.22,24.77,74.94,0.72,68.89,1.27,1904.13,11460.7
10,2,883.78,31.01,79.01,0.96,143.65,0.92,1361.36,21345.2
76,1,1029.43,28.35,45.94,0.8,82.43,1.05,1255.92,11260.73
45,2,691.35,29.04,58.03,0.97,249.8,0.6,925.2,5606.67
21,0,663.89,28.89,81.04,0.88,98.56,1.42,1356.9,5492.64
9,1,562.83,26.02,46.3,0.65,277.25,0.95,1701.62,5285.38
11,2,904.02,38.73,37.45,0.98,265.3,0.6,767.82,18308.4
48,2,572.1,16.53,69.57,0.46,90.94,0.5,611.7,7671.02
32,2,812.04,17.36,38.84,0.46,168.91,0.7,1692.22,7389.49
11,0,621.17,27.08,59.26,0.85,59.16,1.14,1521.06,18496.69
23,2,739.04,35.6,75.83,0.91,268.76,0.8,544.36,17501.76
23,0,950.99,34.99,86.99,0.5,271.66,1.15,870.38,17820.69
66,2,798.8,22.7,42.3,0.88,73.57,1.29,1682.09,23526.95
77,1,555.12,18.57,54.2,0.57,139.26,0.78,277.52,5493.75
85,2,899.81,39.71,59.83,0.93,261.26,1.12,1703.74,4832.04
70,0,1055.82,29.41,50.5,0.81,138.05,1.21,862.21,5176.76
89,1,907.39,23.01,83.09,0.45,85.1,1.34,1149.11,20157.56
25,0,862.2,36.53,78.94,0.66,253.64,1.17,1150.46,25869.75
19,0,1022.33,38.42,64.77,0.69,63.55,1.15,237.51,18843.93
2,0,609.89,16.34,69.86,0.77,164.43,0.7,894.02,8948.65
8,1,1036.7,38.99,62.86,0.65,142.9,0.5,1450.1,3684.42
6,1,737.0,28.13,69.9,0.89,177.56,0.79,1780.46,5744.82
40,2,893.72,32.9,64.6,0.75,90.9,1.19,256.57,10191.88
89,2,1174.13,26.05,47.13,0.36,171.57,1.13,1573.11,20058.92
69,1,1118.11,15.63,35.74,0.7,239.34,0.61,857.23,3755.72
22,0,1022.19,19.19,81.97,0.46,161.64,0.62,239.56,8135.68
12,1,1157.73,28.34,65.4,0.39,211.55,1.5,575.64,5269.88
43,1,931.0,33.31,75.17,0.6,264.4,0.62,672.73,6425.74
4,0,1117.14,16.27,76.86,0.74,283.58,0.67,644.19,4268.52
49,2,1085.22,19.86,43.83,0.67,277.35,0.92,1414.17,4346.46
71,1,1078.5,35.74,58.86,0.65,78.53,0.99,928.79,15387.4
89,2,749.5,19.29,83.66,0.55,137.44,1.17,1688.97,20254.1
64,0,833.62,34.15,82.17,0.58,172.62,0.55,1282.78,6446.92
19,2,948.41,30.02,81.76,0.89,184.34,0.89,1018.68,18625.28
75,1,1076.73,35.58,67.4,0.82,73.41,1.0,421.54,253819.66
85,2,1145.55,18.99,81.68,0.8,277.64,0.85,478.27,4958.24
34,0,816.9,21.52,41.93,0.87,233.67,1.08,1671.15,7824.34
15,2,1163.89,27.62,61.71,0.57,178.23,0.71,1114.87,4028.25
90,2,916.94,19.16,70.41,0.81,246.47,1.08,1336.07,5419.12
16,1,969.74,19.33,68.98,0.91,144.02,0.78,1326.11,5046.21
85,1,720.61,18.3,45.65,0.81,221.21,1.15,345.99,4506.67
4,2,830.06,20.93,39.64,0.58,213.05,0.86,1794.24,3677.1
77,1,673.17,25.35,45.46,0.89,140.95,0.64,560.44,5968.51
78,0,859.87,38.75,40.25,0.44,295.56,1.06,433.35,8024.21
89,1,895.11,18.83,36.26,0.83,61.47,1.15,281.07,20620.54
73,0,1025.8,24.8,45.32,0.92,173.69,0.93,1705.74,5168.05
73,1,868.16,18.67,79.33,0.35,146.36,1.14,321.3,4991.46
35,2,726.41,16.94,68.13,0.68,76.0,0.53,709.83,11098.37
72,0,1139.9,31.84,67.97,0.95,50.49,1.07,670.12,6022.99
26,2,1136.49,21.44,32.09,0.69,268.22,1.5,1470.12,6785.52
15,2,948.75,33.22,36.97,0.52,96.54,1.4,1376.05,4347.25
1,0,906.57,31.61,57.13,0.79,145.31,1.33,432.35,9505.91
13,2,945.39,35.63,87.49,0.9,184.61,0.82,475.32,5301.4
50,1,719.67,26.02,79.04,0.9,118.92,0.77,1420.81,9724.76
56,2,908.72,18.97,59.56,0.67,156.47,0.74,833.07,5406.33
4,1,631.74,17.38,41.39,0.75,281.89,1.21,698.83,4877.64
72,0,755.72,38.58,85.8,0.3,63.81,0.9,298.06,5326.38
77,0,1050.21,39.84,74.65,0.84,222.25,0.51,1885.11,5437.2
49,1,622.6,36.5,64.28,0.66,224.23,0.77,1037.4,4311.34
35,0,1157.75,28.39,46.08,0.62,176.59,0.73,701.76,11964.29
72,0,648.97,17.39,39.65,0.62,133.64,0.94,1377.84,5288.4
46,1,769.08,35.91,73.49,0.75,234.38,0.79,959.22,7599.53
9,1,575.51,24.99,78.92,0.89,107.26,0.64,337.29,5187.18
85,2,773.61,15.69,46.97,0.74,271.45,0.9,891.46,4135.5
65,1,1065.72,22.54,31.51,0.74,262.04,0.76,1582.11,7548.01
29,0,559.81,31.08,86.2,0.42,253.84,1.14,1359.85,8734.05
64,0,885.06,27.9,45.56,0.86,109.17,1.39,1463.61,7492.83
1,0,721.3,32.31,65.11,0.33,266.9,0.99,1687.13,8099.14
44,1,657.11,25.45,75.6,0.69,225.99,1.02,843.7,6117.89
7,1,644.18,22.55,73.0,0.96,133.11,0.81,590.88,5149.75
14,0,702.3,17.93,89.82,0.56,113.43,0.64,822.05,8540.02
13,2,797.67,17.67,43.89,0.91,69.33,1.37,1441.41,5483.2
11,2,1170.94,24.57,84.08,0.72,127.71,0.52,852.52,18030.95
30,0,999.9,33.35,56.07,0.75,155.42,1.39,470.0,5109.44
5,0,1095.8,25.63,54.52,0.77,179.77,0.98,1285.76,5661.61
3,1,1055.37,17.26,55.72,0.67,243.61,1.48,1879.1,14896.6
33,1,1013.88,26.56,83.3,0.83,286.45,1.09,1193.96,11726.19
53,1,702.34,25.31,59.44,0.75,55.39,0.81,1634.65,8467.97
60,1,881.85,24.3,68.13,0.67,108.58,1.23,343.83,5098.04
45,1,828.71,27.15,32.52,0.95,77.0,0.69,1127.46,5685.49
86,1,657.68,35.57,69.83,0.61,66.6,0.86,1519.41,9879.77
24,2,851.58,35.48,50.06,0.6,223.1,1.47,1056.94,13316.79
76,0,759.41,21.47,73.7,0.89,125.45,1.26,1313.84,11918.49
11,2,1144.91,35.69,38.03,0.36,191.51,1.3,468.6,18729.71
